Organisation Name,Effective Date,Property ID,Property Type,Property Name,Property Name/Address (Where no UPRN),Street Number,Street,Town / Post Town,Postcode,Ward,Geo X (Easting),Geo Y (Northing),Tenure Type,Vacant,Holding Type,Building Size - GIA (M2),Site Area (Hectares),Occupied by Council / Direct Service Property,Purpose / Asset Category
"Bristol, City of",2/2/2024,947,Primary School,St Bernadettes RC VA Primary School,St Bernadettes RC VA Primary School Gladstone Road Bristol BS14 9LP,,Gladstone Road,Bristol,BS14 9LP,Hengrove & Whitchurch Park,360876,168711,Education Acts Agt,,Land and Building(s),1569.6,0.889216,Yes,Direct Service
"Bristol, City of",2/2/2024,1114,Childrens Centre,Bannerman Road Childrens Centre,Bannerman Road Childrens Centre Bannerman Road Community School Bannerman Road Easton Bristol BS5 0RR,,Bannerman Road,Bristol,BS5 0RR,Lawrence Hill,360815,174126,User Rights,,Building(s) only,723.4,0.290426,Yes,Direct Service
"Bristol, City of",2/2/2024,984,Primary School,Four Acres Academy,Four Acres Academy Four Acres Withywood Bristol BS13 8RB,,Four Acres,Bristol,BS13 8RB,Hartcliffe & Withywood,356434,167825,Freehold Reversion,,Land and Building(s),2546,2.890296,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,1158,Land-Residential,Guild Court,Guild Court Redcliff Backs Redcliff Bristol,,Redcliff Backs,Bristol,BS1 6HX,Central,359048,172513,Freehold,,Land only,0,0.185647,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,135716,Primary School,Cotham Gardens Primary School,Cotham Gardens Primary School 19 Elmgrove Road Cotham Bristol BS6 6AJ,19,Elmgrove Road,Bristol,BS6 6AJ,Cotham,358710,174487,Freehold,,Land and Building(s),,0.280858,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,800,Primary School,West Town Lane Primary Academy,West Town Lane Primary Academy West Town Lane Brislington Bristol BS4 5DT,,West Town Lane,Bristol,BS4 5DT,Stockwood,361461,170109,Freehold Reversion,,Land and Building(s),2420.36,2.450934,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,137811,Land-Amenity,Wick Road - Land At,Wick Road - Land At Brislington Bristol BS4 4HU,,,,BS4 4HU,Brislington West,362006,171974,Freehold,,Land only,,0.086934,Yes,Direct Service
"Bristol, City of",2/2/2024,651,Flat/Flats,St Mary Redcliffe And Temple CE VA School Flat,St Mary Redcliffe And Temple CE VA School Flat Somerset Square Redcliff Bristol BS1 6RT,,Somerset Square,Bristol,BS1 6RT,Central,359211,172104,Education Acts Agt,,Building(s) only,,0.013363,Yes,Direct Service
"Bristol, City of",2/2/2024,898,House/Houses,Amercombe Walk - Premises At,,,,,BS14 ,Stockwood,,,Freehold,Vacant,Land and Building(s),226.5,0.0804,,Assets Under Construction
"Bristol, City of",2/2/2024,861,Primary School,Oasis Academy Connaught,Oasis Academy Connaught Melvin Square Knowle Bristol BS4 1NH,,Melvin Square,Bristol,BS4 1NH,Filwood,359219,170002,Freehold Reversion,,Land and Building(s),2358,1.865385,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,818,House/Houses,Bedminster Down School House,Bedminster Down School House 7 Donald Road Bedminster Down Bristol BS13 7DG,7,Donald Road,Bristol,BS13 7DG,Bishopsworth,356898,169421,Freehold,,Land and Building(s),0,0.035656,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,1128,Refuse Treatment Works,Former City Council Lighting Depot,Former City Council Lighting Depot Albert Road St Philips Marsh Bristol BS2 0XT,,,,BS2 0XT,Lawrence Hill,360427,171843,Freehold,,Land and Building(s),89.8,0.357222,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,842,Rehabilitation Unit/ICC Service,South Bristol Intermediate Care Centre,South Bristol Intermediate Care Centre 30 Inns Court Green Knowle Bristol BS4 1TF,30,Inns Court Green,Bristol,BS4 1TF,Filwood,358774,169257,Freehold,,Land and Building(s),1719,0.297961,Yes,Direct Service
"Bristol, City of",2/2/2024,139855,Access/Right Of Way,Cobhorn Drive - Land At,Cobhorn Drive - Land At Withywood Bristol BS13 9DW,,,,BS13 9DW,Hartcliffe & Withywood,356851,167495,Freehold,,Land only,,0.005222,,Infrastructure
"Bristol, City of",2/2/2024,158,Offices,Elmfield House,Elmfield House Sensory Support Service Greystoke Avenue Southmead Bristol BS10 6AY,,Greystoke Avenue,Bristol,BS10 6AY,Southmead,357576,177769,Freehold,,Land and Building(s),1180.4,0.064147,Yes,Direct Service
"Bristol, City of",2/2/2024,127,House Service Occupancy,Nova Primary School House,Nova Primary School House Barracks Lane Shirehampton Bristol BS11 9NG,,Barracks Lane,Bristol,BS11 9NG,Avonmouth & Lawrence Weston,352715,177695,Freehold,,Land and Building(s),,0.038162,Yes,Direct Service
"Bristol, City of",2/2/2024,140,Secondary School,Oasis Academy Brightstowe PFI,Oasis Academy Brightstowe PFI Penpole Lane Shirehampton Bristol BS11 0EB,,Penpole Lane,Bristol,BS11 0EB,Avonmouth & Lawrence Weston,353367,177140,Freehold Reversion,,Land and Building(s),11038,4.745237,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,79,House/Houses,St Bedes Catholic College School House,St Bedes Catholic College School House Lawrence Weston Road Lawrence Weston Bristol BS11 0ST,135,Lawrence Weston Road,Bristol,BS11 0ST,Avonmouth & Lawrence Weston,354556,178740,Freehold Reversion,,Land and Building(s),0,0.042525,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,632,Offices,3 Old Dock Cottages,3 Old Dock Cottages Merchants Road Hotwells Bristol BS1 6XL,,Avon Quay,Bristol,BS1 6XL,Hotwells & Harbourside,357129,172259,Freehold,,Land and Building(s),112,0.0063,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,389,House Service Occupancy,St Barnabas CE VC School House,St Barnabas CE VC School House 41 Albany Road Montpelier Bristol BS6 5LQ,41,Albany Road,Bristol,BS6 5LQ,Ashley,359719,174425,Freehold,,Land and Building(s),210.2,0,Yes,Direct Service
"Bristol, City of",2/2/2024,313,Primary School,Sefton Park Infant School,Sefton Park Infant School Ashley Down Road Ashley Down Bristol BS7 9BJ,,,,BS7 9BJ,Ashley,359658,175294,Freehold,,Land and Building(s),1536.1,0.880474,Yes,Direct Service
"Bristol, City of",2/2/2024,351,Primary School,St Josephs RC VA School,St Josephs RC VA School Chatsworth Road Fishponds Bristol BS16 3QR,,Chatsworth Road,Bristol,BS16 3QR,Hillfields,363535,175111,Education Acts Agt,,Land and Building(s),1433,0,Yes,Direct Service
"Bristol, City of",2/2/2024,280,Youth Club/Centre,Oldbury Court Out Of School Club And Community Centre,Oldbury Court Out Of School Club And Community Centre Delabere Avenue Oldbury Court Bristol BS16 2ND,,Delabere Avenue,Bristol,BS16 2ND,Frome Vale,363875,176380,Freehold,,Land and Building(s),411,0.167054,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,82232,Land-Village Green,Land Fronting The Robins PH,Land Fronting The Robins PH Winterstoke Road Ashton Bristol,,Winterstoke Road,Bristol,BS3 2PW,Bedminster,357060,170865,Freehold,,Land only,,0.0906,Yes,Community
"Bristol, City of",2/2/2024,132472,Land-Car/Lorry Park,Oldfield Place Public Car Park,Oldfield Place Public Car Park Oldfield Place Hotwells Bristol BS8 4QJ,,Oldfield Place,Bristol,BS8 4QJ,Hotwells & Harbourside,356940,172423,Freehold,,Land only,,0.086194,Yes,Direct Service
"Bristol, City of",2/2/2024,131727,Land-Garden,Petercole Drive - Land To The Rear,Petercole Drive - Land To The Rear Bristol  BS13 8JP,,,,BS13 8JP,Bishopsworth,357039,168798,Freehold,,Land only,,0.04453,Yes,Direct Service
"Bristol, City of",2/2/2024,126267,Primary School,Air Balloon Hill Primary School,Air Balloon Hill Primary School Hillside Road St George Bristol BS5 7PB,,Hillside Road,Bristol,BS5 7PB,St George Central,363233,173458,Freehold,,Land and Building(s),3915,1.317346,Yes,Direct Service
"Bristol, City of",2/2/2024,131851,Nursery School,Redcliffe Childrens Centre And Maintained Nursery School,Redcliffe Childrens Centre And Maintained Nursery School Ground Floor Spencer House Ship Lane Redcliff Bristol BS1 6RR,,Ship Lane,Bristol,BS1 6RR,Central,359169,172042,Freehold,,Land and Building(s),628,0.138659,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,134180,Land-Residential,Satchfield Crescent - Land Adjoining,Satchfield Crescent - Land Adjoining Henbury Bristol BS10 7BL,,,,BS10 7BL,Henbury & Brentry,356999,178536,Freehold,,Land only,,0.006613,Yes,Direct Service
"Bristol, City of",2/2/2024,136384,Primary School,Dolphin Primary School,Dolphin Primary School 25A Bath Buildings Montpelier Brsitol  BS6 5PT,,,,BS6 5PT,Ashley,359121,174364,Freehold Reversion,,Land and Building(s),,0.214332,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,130650,House/Houses,22 Wanscow Walk,22 Wanscow Walk Henleaze Bristol BS9 4LE,22,Wanscow Walk,Bristol,BS9 4LE,Westbury-on-Trym & Henleaze,357911,176546,Freehold Reversion,,Land and Building(s),,0.037179,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,132556,Day Nursery,Honeytree Day Nursery,Honeytree Day Nursery Filton Road Horfield Bristol BS7 0XZ,,,,BS7 0XZ,Horfield,359875,177991,Freehold,,Land and Building(s),,0.108858,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,133491,Primary School,Christ Church C Of E VC Primary School - Part Of Playing Field,Christ Church C Of E VC Primary School - Part Of Playing Field Royal Park Bristol BS8 3AW,,Royal Park,Bristol,BS8 3AW,Clifton,357264,173294,Freehold,,Land and Building(s),,0.054374,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,133492,Primary School,Christ Church C Of E VC Primary School - Whole Site,Christ Church C Of E VC Primary School - Whole Site Royal Park Bristol BS8 3AW,,Royal Park,Bristol,BS8 3AW,Clifton,357264,173294,Mixed Title,,Land and Building(s),,0.802505,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,125961,Primary School,Former Andalusia Academy Bristol,,,,,BS2 ,Ashley,,,Freehold,Vacant,Land only,,0.125974,Yes,Direct Service
"Bristol, City of",2/2/2024,133356,Primary School,St Peters CE VC Primary School - Whole Site,St Peters CE VC Primary School - Whole Site Ellfield Close Bishopsworth Bristol BS13 8EF,,Ellfield Close,Bristol,BS13 8EF,Bishopsworth,356939,168732,Mixed Title,,Land and Building(s),,2.442222,Yes,Direct Service
"Bristol, City of",2/2/2024,132909,Maisonette,Filwood Broadway - Premises At,,,,,BS4 ,Filwood,,,Freehold,Vacant,Land and Building(s),,0.012634,,Investment Properties
"Bristol, City of",2/2/2024,132908,Flat/Flats,6A/10A/10B/14A/14B Filwood Broadway - Upper Floor Units,6A/10A/10B/14A/14B Filwood Broadway - Upper Floor Units Knowle Bristol BS4 1JN,,,,BS4 1JN,Filwood,359343,169706,Freehold,,Land and Building(s),,0.042573,,Investment Properties
"Bristol, City of",2/2/2024,132995,Land-Garden,Land Adjoining 2 Lyveden Gardens,Land Adjoining 2 Lyveden Gardens Lyveden Gardens Hartcliffe Bristol BS13 9QR,2,Lyveden Gardens,Bristol,BS13 9QR,Hartcliffe & Withywood,357969,168342,Freehold,,Land only,,0.002966,Yes,Direct Service
"Bristol, City of",2/2/2024,133357,Land-Car/Lorry Park,Part Of St Peter's Church Car Park,Part Of St Peter's Church Car Park Ellfield Close Bishopsworth Bristol BS13 8EF,,Ellfield Close,Bristol,BS13 8EF,Bishopsworth,356939,168732,Freehold,,Land only,,0.024211,Yes,Direct Service
"Bristol, City of",2/2/2024,133420,Library,Fishponds Library,Fishponds Library Ground Floor Robinson House Hockeys Lane Fishponds Bristol BS16 3HL,,Hockeys Lane,Bristol,BS16 3HL,Eastville,363072,175538,Leasehold,,Building(s) only,,0.044546,Yes,Direct Service
"Bristol, City of",2/2/2024,133423,Primary School,St George C Of E VC Primary School,St George C Of E VC Primary School Queens Parade Brandon Hill Bristol BS1 5XJ,,Queens Parade,Bristol,BS1 5XJ,Hotwells & Harbourside,357943,172666,Mixed Title,,Land and Building(s),,0.179597,Yes,Direct Service
"Bristol, City of",2/2/2024,135400,Offices,100 Temple Street,100 Temple Street Redcliff Bristol BS1 6AN,100,Temple Street,Bristol,BS1 6AN,Central,359331,172449,Freehold,,Land and Building(s),17426.9,0.72275,Yes,Direct Service
"Bristol, City of",2/2/2024,120943,Childrens Centre,Henbury Court Childrens Centre,Henbury Court Childrens Centre Henbury Court Primary School Trevelyan Walk Henbury Bristol BS10 7NY,,,,BS10 7NY,Henbury & Brentry,356596,179126,Leasehold,,Building(s) only,390.8,0.474772,Yes,Direct Service
"Bristol, City of",2/2/2024,132328,Primary School,Holy Cross RC VA Primary School - Part Of Playing Field,Holy Cross RC VA Primary School - Part Of Playing Field Dean Lane Bedminster Bristol BS3 1DB,,Dean Lane,Bristol,BS3 1DB,Southville,358481,171764,Freehold,,Land only,,0.094519,Yes,Direct Service
"Bristol, City of",2/2/2024,131852,Nursery School,Rosemary Nursery School And Childrens Centre,Rosemary Nursery School And Childrens Centre Ground Floor Haviland House Great Ann Street St Judes Bristol BS2 0DT,,Lamb Street,Bristol,BS2 0DT,Lawrence Hill,359775,173346,Freehold,,Land and Building(s),,0.092745,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,133269,Childrens Centre,Bishopsworth Childrens Centre,Bishopsworth Childrens Centre 2 Lakemead Grove Bishopsworth Bristol BS13 8EA,2,Lakemead Grove,Bristol,BS13 8EA,Bishopsworth,356648,168680,Management Agreement,,Land and Building(s),172.5,0.018103,Yes,Direct Service
"Bristol, City of",2/2/2024,133034,Childrens Centre,Long Cross Specialist Children And Family Centre,Long Cross Specialist Children And Family Centre Oasis Academy Long Cross Long Cross Lawrence Weston Bristol BS11 0LP,,,,BS11 0LP,Avonmouth & Lawrence Weston,353812,177842,Leasehold,,Building(s) only,,0.047891,Yes,Direct Service
"Bristol, City of",2/2/2024,134260,Secondary School,Oasis Academy Brightstowe PFI - ICT Suite,Oasis Academy Brightstowe PFI - ICT Suite Penpole Lane Shirehampton Bristol BS11 0EB,,Penpole Lane,Bristol,BS11 0EB,Avonmouth & Lawrence Weston,353367,177140,Leasehold,,Building(s) only,,0.008126,Yes,Direct Service
"Bristol, City of",2/2/2024,133145,Primary School,St Johns CE VC School Annexe,St Johns CE VC School Annexe Lower Redland Road Redland Bristol BS6 6SU,,Lower Redland Road,Bristol,BS6 6SU,Clifton Down,357674,174751,Freehold,,Land and Building(s),1321,0.216977,Yes,Direct Service
"Bristol, City of",2/2/2024,121637,Library,Hartcliffe Library,Hartcliffe Library Ground Floor - Part Symes Avennue Community Centre Dowling Road Hartcliffe Bristol BS13 0BE,,Peterson Avenue,Bristol,BS13 0BE,Hartcliffe & Withywood,358470,167463,Leasehold,,Building(s) only,159.4,0.017222,Yes,Direct Service
"Bristol, City of",2/2/2024,121400,Primary School,Avonmouth CE VC Primary School Playing Fields,Avonmouth CE VC Primary School Playing Fields Catherine Street Bristol BS11 9LG,,Catherine Street,Bristol,BS11 9LG,Avonmouth & Lawrence Weston,352152,177604,Freehold,,Land only,,0.336595,Yes,Direct Service
"Bristol, City of",2/2/2024,126268,Primary School,Victoria Park Primary School,Victoria Park Primary School St Johns Lane Bedminster Bristol BS3 4QS,,,,BS3 4QS,Windmill Hill,359183,171024,Freehold,,Land and Building(s),2667.6,0.550443,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,126269,Primary School,Sea Mills Primary School And Childrens Centre,Sea Mills Primary School And Childrens Centre Riverleaze Sea Mills Bristol BS9 2HL,,Riverleaze,Bristol,BS9 2HL,Stoke Bishop,354910,176397,Freehold,,Land and Building(s),2696.5,1.26898,Yes,Direct Service
"Bristol, City of",2/2/2024,133265,Primary School,Our Lady Of The Rosary Catholic Primary School ,Our Lady Of The Rosary Catholic Primary School  Broadlands Drive Lawrence Weston Bristol BS11 0PA,,Broadlands Drive,Bristol,BS11 0PA,Avonmouth & Lawrence Weston,354127,177986,Mixed Title,,Land and Building(s),,2.201681,Yes,Direct Service
"Bristol, City of",2/2/2024,134950,Offices,WCA House ,WCA House  Redcliff Backs Redcliff Bristol BS1 6NN,,Redcliff Backs,Bristol,BS1 6NN,Central,359032,172445,Freehold,,Land and Building(s),,0.01099,,Investment Properties
"Bristol, City of",2/2/2024,120942,Childrens Centre,Upper Horfield Childrens Centre,Upper Horfield Childrens Centre Sheridan Road Horfield Bristol BS7 0PU,,Sheridan Road,Bristol,BS7 0PU,Horfield,360051,177930,Freehold,,Land and Building(s),967.1,0.129298,Yes,Direct Service
"Bristol, City of",2/2/2024,999,House Service Occupancy,Hartcliffe Secondary School (Former) - School House,Hartcliffe Secondary School (Former) - School House 48 Teyfant Road Hartcliffe Bristol BS13 0RF,48,Teyfant Road,Bristol,BS13 0RF,Hengrove & Whitchurch Park,359173,167610,Freehold,,Land and Building(s),,0.067382,Yes,Direct Service
"Bristol, City of",2/2/2024,88223,Store/Depot/Warehouse,Storage Bays Beneath 6-11 Wellington Terrace,Storage Bays Beneath 6-11 Wellington Terrace Wellington Terrace Clifton Bristol BS8 4LE,,,,BS8 4LE,Clifton,356728,172857,Freehold,,Land and Building(s),,0.015424,,Indirect Service / Non-Investment Letting(s)
