Organisation Name,Effective Date,Property ID,Property Type,Property Name,Property Name/Address (Where no UPRN),Street Number,Street,Town / Post Town,Postcode,Ward,Geo X (Easting),Geo Y (Northing),Tenure Type,Vacant,Holding Type,Building Size - GIA (M2),Site Area (Hectares),Occupied by Council / Direct Service Property,Purpose / Asset Category
"Bristol, City of",25/01/2016,775,House/Houses,1 Knowle West Health Park,1 Knowle West Health Park Downton Road Knowle West Bristol BS4 1WH,,Downton Road,Bristol,BS4 1WH,Filwood,358712,170041,Freehold,,Building,,0,,Land and Buildings
"Bristol, City of",25/01/2016,778,Community Centre/Facilities,Jubilee Hall,Jubilee Hall Wedmore Vale Bedminster Bristol BS3 5HX,,Wedmore Vale,Bristol,BS3 5HX,Windmill Hill,359256,170697,Freehold,,Building,155.5,0.0522,,Land and Buildings
"Bristol, City of",25/01/2016,779,Training/Community/Further Education,The Park,The Park Daventry Road Knowle Bristol BS4 1DQ,,Daventry Road,Bristol,BS4 1DQ,Filwood,359700,170239,Freehold,,Building,5827.9,5.197463,,Land and Buildings
"Bristol, City of",25/01/2016,136553,Police Station,Lockleaze Police Station And Car Park,Lockleaze Police Station And Car Park Gainsborough Square Lockleaze Bristol BS7 9XA,,Gainsborough Square,Bristol,BS7 9XA,Lockleaze,361075,177003,Freehold,,Building,,0.158457,,Land and Buildings
"Bristol, City of",25/01/2016,793,Primary School,Knowle Park Primary School,Knowle Park Primary School Queenshill Road Knowle Bristol BS4 2XG,,Queenshill Road,Bristol,BS4 2XG,Knowle,360228,170458,Freehold,,Building,4431,0.948867,Yes,Land and Buildings
"Bristol, City of",25/01/2016,795,House/Houses,Knowle Park Primary School House,Knowle Park Primary School House 70 Queenshill Road Knowle Bristol BS4 2XQ,70,Queenshill Road,Bristol,BS4 2XQ,Knowle,360204,170403,Freehold,,Building,88.3,0.047336,Yes,Land and Buildings
"Bristol, City of",25/01/2016,797,Community Centre/Facilities,Knowle Community Centre,Knowle Community Centre The Square Knowle Bristol BS4 2SZ,,Crossways Road,Bristol,BS4 2SS,Knowle,360388,170425,Freehold,,Building,400,0.209659,,Land and Buildings
"Bristol, City of",25/01/2016,925,Offices,Redhouse Office,Redhouse Office Heggard Close Withywood Bristol BS13 7SE,,Heggard Close,Bristol,BS13 7SE,Hartcliffe,357206,168301,Freehold,,Building,1278,0.737931,Yes,Surplus
"Bristol, City of",25/01/2016,929,Primary School,Fair Furlong Primary School,Fair Furlong Primary School Vowell Close Bishopsworth Bristol BS13 9HX,,Vowell Close,Bristol,BS13 9HS,Hartcliffe,357565,167809,Freehold,,Building,2325.48,1.964657,Yes,Land and Buildings
"Bristol, City of",25/01/2016,128262,Secondary School,Merchants Academy,Merchants Academy Molesworth Drive Withywood Bristol BS13 9BL,,Gatehouse Avenue,Bristol,BS13 9AJ,Hartcliffe,357487,168056,Freehold Reversion,,Building,,9.704016,,Land and Buildings
"Bristol, City of",25/01/2016,932,Day Centre,23 Vowell Close,23 Vowell Close Bishopsworth Bristol BS13 9HS,23,Vowell Close,Bristol,BS13 9HS,Hartcliffe,357648,167739,Freehold,,Building,225.7,0.221053,Yes,Land and Buildings
"Bristol, City of",25/01/2016,854,Youth Club/Centre,Eagle House Youth Centre,Eagle House Youth Centre Newquay Road Knowle Bristol BS4 1EF,,Newquay Road,Bristol,BS4 1EF,Filwood,359834,169680,Freehold,,Building,356,0.367906,Yes,Land and Buildings
"Bristol, City of",25/01/2016,855,Library,Filwood Library,Filwood Library Filwood Broadway Filwood Bristol BS4 1JN,,Filwood Broadway,Bristol,BS4 1JN,Filwood,359346,169690,Freehold,,Building,311,0.072459,Yes,Land and Buildings
"Bristol, City of",25/01/2016,856,Community Centre/Facilities,Filwood Community Centre,Filwood Community Centre Barnstaple Road Knowle Bristol BS4 1JP,,Barnstaple Road,Bristol,BS4 1JP,Filwood,359329,169796,Freehold,,Building,1436.4,0.4782,,Land and Buildings
"Bristol, City of",25/01/2016,859,Primary School,School Of Christ The King RC VA,School Of Christ The King RC VA Hartcliffe Road Filwood  Bristol BS4 1HD,,Hartcliffe Road,Bristol,BS4 1HD,Filwood,359300,169580,Education Acts Agt,,Building,1381.06,0.619957,Yes,Land and Buildings
"Bristol, City of",25/01/2016,864,House/Houses,Oasis Academy Connaught School House,Oasis Academy Connaught School House 1 Leinster Avenue Knowle Bristol BS4 1NH,1,Leinster Avenue,Bristol,BS4 1NH,Filwood,359265,170021,Freehold,,Building,,0.032747,,Land and Buildings
"Bristol, City of",25/01/2016,871,Primary School,Ilminster Avenue E-Act Primary Academy,Ilminster Avenue E-Act Primary Academy Ilminster Avenue Knowle Bristol BS4 1BX,,Ilminster Avenue,Bristol,BS4 1BX,Knowle,360064,169888,Freehold,,Building,1780.7,1.401426,,Land and Buildings
"Bristol, City of",25/01/2016,872,Nursery School,Ilminster Avenue Specialist Nursery School And Childrens Centre,Ilminster Avenue Specialist Nursery School And Childrens Centre Ilminster Avenue Knowle Bristol BS4 1BX,,Ilminster Avenue,Bristol,BS4 1BX,Knowle,360068,169836,Freehold,,Building,2408.7,1.137951,Yes,Land and Buildings
"Bristol, City of",25/01/2016,120951,Childrens Centre,Hillfields Childrens Centre,Hillfields Childrens Centre Minerva Primary Academy The Greenway Hillfields Park Bristol BS16 4HA,,The Greenway,Bristol,BS16 4HA,Hillfields,364272,175000,User Rights,,Building,291.3,0.010604,Yes,Land and Buildings
"Bristol, City of",25/01/2016,877,House/Houses,Ilminster Avenue Specialist Nursery School And Children's Centre Caretaker's  House,Ilminster Avenue Specialist Nursery School And Children's Centre Caretaker's  House 154 Ilminster Avenue Knowle Bristol BS4 1BX,154,Ilminster Avenue,Bristol,BS4 1BX,Knowle,360012,169874,Freehold,,Building,83.2,,Yes,Land and Buildings
"Bristol, City of",25/01/2016,880,Primary School,Oasis Academy New Oak,Oasis Academy New Oak Walsh Avenue Hengrove  Bristol  BS14 9SN,,Walsh Avenue,Bristol,BS14 9SN,Hengrove,360478,169236,Freehold,,Building,2272.7,3.277761,,Land and Buildings
"Bristol, City of",25/01/2016,883,Land-Unused Land,Site Of Bush Resource And Activity Centre And New Fosseway School - Development Site,Site Of Bush Resource And Activity Centre And New Fosseway School - Development Site New Fosseway Road Hengrove Bristol,12,New Fosseway Road,Bristol,BS14 9LN,Hengrove,361016,168996,Freehold,,Land,,3.455336,,Surplus
"Bristol, City of",25/01/2016,885,House/Houses,New Oak Primary School House,,,,,BS14 ,Hengrove,,,Freehold,Vacant,Building,90.5,0.039854,Yes,Land and Buildings
"Bristol, City of",25/01/2016,822,Primary School,Cheddar Grove Primary School,Cheddar Grove Primary School Cheddar Grove Bedminster Down Bristol BS13 7EN,,Cheddar Grove,Bristol,BS13 7EN,Bishopsworth,357270,169654,Freehold,,Building,2172,2.085359,Yes,Land and Buildings
"Bristol, City of",25/01/2016,377,Secondary School,Charnwood Annexe,Charnwood Annexe 30 Cotham Park Cotham Bristol BS6 6BU,30,Cotham Park,Bristol,BS6 6BU,Cotham,358420,174193,Freehold Reversion,,Building,,0.3144,,Land and Buildings
"Bristol, City of",25/01/2016,388,Primary School,St Barnabas CE VC School,St Barnabas CE VC School Albany Road Montpelier Bristol BS6 5LQ,,Albany Road,Bristol,BS6 5LQ,Ashley,359703,174398,Mixed Title,,Building,1281.8,1,Yes,Land and Buildings
"Bristol, City of",25/01/2016,400,Primary School,St Werburghs Primary School,St Werburghs Primary School Warminster Road St Werburghs Bristol BS2 9UH,,James Street,Bristol,BS2 9US,Ashley,360353,174781,Freehold,,Building,1293.93,0.729182,Yes,Land and Buildings
"Bristol, City of",25/01/2016,401,Nursery School,St Werburghs Park Nursery School And Childrens Centre,St Werburghs Park Nursery School And Childrens Centre Glenfrome Road St Werburghs Park Bristol BS2 9UX,,Glenfrome Road,Bristol,BS2 9UX,Ashley,360337,174834,Freehold,,Building,999.7,0.26485,Yes,Land and Buildings
"Bristol, City of",25/01/2016,406,Community Centre/Facilities,St Werburghs Community Centre,St Werburghs Community Centre Horley Road St Werburghs Bristol Bs2 9tj,,Horley Road,Bristol,BS2 9TJ,Ashley,360370,174504,Freehold,,Building,712.4,0.1591,,Land and Buildings
"Bristol, City of",25/01/2016,314,Youth Club/Centre,Ashley House,Ashley House Ashley Down Road Ashley Down Bristol BS7 9BG,,Ashley Down Road,Bristol,BS7 9BG,Ashley,359676,175237,Freehold,,Building,,0.431665,Yes,Land and Buildings
"Bristol, City of",25/01/2016,315,House Service Occupancy,Sefton Park Junior/Infant School House,Sefton Park Junior/Infant School House St Bartholomews Road Ashley Down Bristol BS7 9BJ,,St Bartholomews Road,Bristol,BS7 9BJ,Ashley,359632,175271,Freehold,,Building,86,0.009015,Yes,Land and Buildings
"Bristol, City of",25/01/2016,320,Primary School,Glenfrome Primary School,Glenfrome Primary School Cottisford Road Eastville Bristol BS5 6TY,,Cottisford Road,Bristol,BS5 6TY,Lockleaze,360963,175664,Freehold,,Building,2501.7,1.560545,Yes,Land and Buildings
"Bristol, City of",25/01/2016,321,House/Houses,Glenfrome Primary School House,Glenfrome Primary School House 9 Cottisford Road Eastville Bristol BS5 6TY,9,Cottisford Road,Bristol,BS5 6TY,Lockleaze,360901,175613,Freehold,,Building,87.3,0.0291,Yes,Land and Buildings
"Bristol, City of",25/01/2016,324,Library,Eastville Library,Eastville Library Muller Road Eastville Bristol BS5 6XP,,Muller Road,Bristol,BS5 6XP,Lockleaze,360574,175453,Freehold,,Building,238.6,0.1966,Yes,Surplus
"Bristol, City of",25/01/2016,332,Secondary School,Bristol Metropolitan Academy PFI,Bristol Metropolitan Academy PFI Snowdon Road Fishponds Bristol BS16 2HD,,Snowdon Road,Bristol,BS16 2HD,Eastville,362550,175899,Freehold,,Building,,8.516251,,Land and Buildings
"Bristol, City of",25/01/2016,335,House Service Occupancy,Bristol Metropolitan College Bungalow,Bristol Metropolitan College Bungalow Snowdon Road Fishponds Bristol Bs16 2eq,,Snowdon Road,Bristol,BS16 2HD,Eastville,362642,175970,Freehold,,Building,,0.031174,Yes,Land and Buildings
"Bristol, City of",25/01/2016,337,Land-Car/Lorry Park,Alexandra Park Public Car Park,Alexandra Park Public Car Park Alexandra Park Fishponds Bristol BS16 2BG,,Alexandra Park,Bristol,BS16 2BG,Eastville,362760,175695,Freehold,,Land,,0.0623,Yes,Land and Buildings
"Bristol, City of",25/01/2016,339,Resource Centre,St Matthias Pupil Referral Unit,St Matthias Pupil Referral Unit Alexandra Park Fishponds Bristol BS16 2BG,,Alexandra Park,Bristol,BS16 2BG,Eastville,362842,175693,Freehold,,Building,1430,0.4453,Yes,Land and Buildings
"Bristol, City of",25/01/2016,1904,Offices,Former Bridge Masters Cabin,Former Bridge Masters Cabin Wapping Road Harbourside Bristol BS1 4RH,,Wapping Road,Bristol,BS1 4RH,Cabot,358633,172332,Freehold,,Building,7.9,0.001056,,Land and Buildings
"Bristol, City of",25/01/2016,298,Primary School,Bishop Road Primary School,Bishop Road Primary School Bishop Road Bishopston Bristol BS7 8LS,,Bishop Road,Bristol,BS7 8LS,Bishopston,358859,175850,Freehold,,Building,4088.14,0.9584,Yes,Land and Buildings
"Bristol, City of",25/01/2016,121239,Primary School,Avonmouth CE VC Primary School - ,Avonmouth CE VC Primary School -  Catherine Street Bristol BS11 9LG,,Catherine Street,Bristol,BS11 9LG,Avonmouth,352152,177604,Education Acts Agt,,Building,,1.246915,Yes,Land and Buildings
"Bristol, City of",25/01/2016,304,Primary School,St Bonaventures RC VA School,St Bonaventures RC VA School Friary Road Bristol BS7 8HR,,Friary Road,Bristol,BS7 8HU,Bishopston,358548,175671,Education Acts Agt,,Building,2666.3,1,Yes,Land and Buildings
"Bristol, City of",25/01/2016,307,Secondary School,Redland Green School,Redland Green School Redland Court Road Redland Bristol BS6 7EH,,Redland Court Road,Bristol,BS6 7EH,Redland,358167,175133,Freehold,,Building,0,4.200267,,Land and Buildings
"Bristol, City of",25/01/2016,308,Land-Playingfield/Playground/Sports,Redland Green - Sports Facility,Redland Green - Sports Facility Redland Green Road Redland Bristol BS6 7HE,,Redland Green Road,Bristol,BS6 7HE,Redland,358002,175073,Freehold,,Land,175,0.159777,,Land and Buildings
"Bristol, City of",25/01/2016,312,Primary School,Sefton Park Junior School,Sefton Park Junior School Ashley Down Road Ashley Down Bristol BS7 9BJ,,Ashley Down Road,Bristol,BS7 9BJ,Ashley,359675,175275,Freehold,,Building,1439.7,0.448809,Yes,Land and Buildings
"Bristol, City of",25/01/2016,229,Primary School,Stoke Bishop CE VC School,Stoke Bishop CE VC School Cedar Park Stoke Bishop Bristol BS9 1BW,,Cedar Park,Bristol,BS9 1BW,Stoke Bishop,355634,176244,Freehold,,Building,2107.4,1.272818,,Land and Buildings
"Bristol, City of",25/01/2016,231,Primary School,Elmlea Junior School,Elmlea Junior School The Dell Westbury-on-Trym Bristol BS9 3UF,,The Dell,Bristol,BS9 3UF,Westbury-on-Trym,356890,176360,Freehold,,Building,1972.47,0.780079,,Land and Buildings
"Bristol, City of",25/01/2016,232,Primary School,Elmlea Infant School,Elmlea Infant School Elmlea Avenue Westbury On Trym Bristol BS9 3UU,,Elmlea Avenue,Bristol,BS9 3UU,Westbury-on-Trym,356872,176317,Freehold,,Building,1368.77,1.105461,Yes,Land and Buildings
"Bristol, City of",25/01/2016,233,House/Houses,Elmlea School Caretakers House,Elmlea School Caretakers House The Bungalow The Dell Westbury-on-Trym Bristol BS9 3UF,,The Dell,Bristol,BS9 3UF,Westbury-on-Trym,356942,176434,Freehold,,Building,87.6,0.11843,,Land and Buildings
"Bristol, City of",25/01/2016,236,Training/Community/Further Education,Stoke Lodge AEC,Stoke Lodge AEC Shirehampton Road Stoke Bishop Bristol BS9 1BN,,Shirehampton Road,Bristol,BS9 1BN,Stoke Bishop,355885,176491,Freehold,,Building,961,2.088583,Yes,Land and Buildings
"Bristol, City of",25/01/2016,380,House/Houses,Fairfield School (Former) - School House,,,,,BS6 ,Ashley,,,Freehold,Vacant,Building,,0.020916,Yes,Land and Buildings
"Bristol, City of",25/01/2016,596,Land-Car/Lorry Park,Chalks Road Public Car Park,Chalks Road Public Car Park Chalks Road St George Bristol BS5 9EP,,Chalks Road,Bristol,BS5 9EP,St George West,361785,173633,Freehold,,Land,,0.268138,Yes,Land and Buildings
"Bristol, City of",25/01/2016,599,Community Centre/Facilities,St George Community Centre,St George Community Centre Church Road St George Bristol BS5 8AA,,Church Road,Bristol,BS5 8AA,St George West,361967,173569,Freehold,,Building,233.6,0.0872,,Land and Buildings
"Bristol, City of",25/01/2016,600,Primary School,Summerhill Academy,Summerhill Academy Plummers Hill St George Bristol BS5 7LE,,Plummers Hill,Bristol,BS5 7JU,St George West,362453,173755,Freehold,,Building,,1.005458,,Land and Buildings
"Bristol, City of",25/01/2016,601,Primary School,Summerhill Infant School,Summerhill Infant School Clouds Hill Road St George Bristol BS5 7LE,,Clouds Hill Road,Bristol,BS5 7LE,St George West,362503,173712,Freehold,,Building,1453.8,0.376044,Yes,Land and Buildings
"Bristol, City of",25/01/2016,532,Nursery School,Rosemary Early Years Centre,Rosemary Early Years Centre Ground Floor Haviland House Great Ann Street St Judes Bristol BS2 0DT,,Great Ann Street,Bristol,BS2 9DT,Lawrence Hill,359775,173346,Leasehold,,Building,411.3,0.092745,Yes,Land and Buildings
"Bristol, City of",25/01/2016,619,Youth Club/Centre,Kingsway Youth Centre,Kingsway Youth Centre Kennard Rise St George Bristol BS15 2AF,,Kennard Rise,Bristol,BS15 8AF,St George East,364129,173524,Freehold,,Building,383.4,0.2403,,Land and Buildings
"Bristol, City of",25/01/2016,621,Primary School,Hotwells Primary School,Hotwells Primary School Hope Chapel Hill Hotwells Bristol BS8 4ND,,Hope Chapel Hill,Bristol,BS8 4ND,Clifton,356874,172591,Freehold,,Building,1326.6,0.396892,,Land and Buildings
"Bristol, City of",25/01/2016,623,Primary School,St George C Of E VC Primary School,St George C Of E VC Primary School Queens Parade Brandon Hill Bristol BS1 5XJ,,Queens Parade,Bristol,BS1 5XJ,Cabot,357943,172666,Freehold,,Building,1138,0.085342,Yes,Land and Buildings
"Bristol, City of",25/01/2016,625,Offices,Public Health Services Office And Avon Schools Boating Club,Public Health Services Office And Avon Schools Boating Club Avonquay Cumberland Basin Road Bristol BS1 6XL,,Avon Quay,Bristol,BS1 6XL,Cabot,357147,172267,Freehold,,Building,428.4,0.083865,Yes,Surplus
"Bristol, City of",25/01/2016,627,Land-Quay/Marina/Slipway/Mooring,Channel Yacht Sales,Channel Yacht Sales Avon Quay Hotwells Bristol BS1 6XL,,Avon Quay,Bristol,BS1 6XL,Cabot,357208,172259,Freehold,,Land,,0.044027,,Investment Properties
"Bristol, City of",25/01/2016,630,Offices,1 Old Dock Cottages,1 Old Dock Cottages Merchants Road Hotwells Bristol BS1 6XL,,Avon Quay,Bristol,BS1 6XL,Cabot,357114,172263,Freehold,,Building,102,0.006,,Land and Buildings
"Bristol, City of",25/01/2016,631,Offices,2 Old Dock Cottages,2 Old Dock Cottages Merchants Road Hotwells Bristol BS1 6XL,,Avon Quay,Bristol,BS1 6XL,Cabot,357121,172260,Freehold,,Building,112,0.0062,,Land and Buildings
"Bristol, City of",25/01/2016,633,Offices,4 Old Dock Cottages,4 Old Dock Cottages Merchants Road Hotwells Bristol BS1 6XL,,Avon Quay,Bristol,BS1 6XL,Cabot,357137,172255,Freehold,,Building,112,0.0064,,Land and Buildings
"Bristol, City of",25/01/2016,634,Offices,6/7/8 Old Dock Cottages And Deal Cottage,6/7/8 Old Dock Cottages And Deal Cottage Merchants Road Cumberland Basin Bristol BS1 6XL,,Avon Quay,Bristol,BS1 6XL,Cabot,357114,172263,Freehold,,Building,0,0.11412,,Land and Buildings
"Bristol, City of",25/01/2016,635,Store/Depot/Warehouse,Cumberland Basin - Store Adj Old Dock Cottages,Cumberland Basin - Store Adj Old Dock Cottages Hotwells Bristol BS1 6XL,,Avon Quay,Bristol,BS1 6XL,Cabot,357146,172253,Freehold,,Building,0,0.0045,Yes,Land and Buildings
"Bristol, City of",25/01/2016,518,Nursery School,St Pauls Nursery School And Childrens Centre,St Pauls Nursery School And Childrens Centre Little Bishop Street St Pauls Bristol BS2 9JF,,Little Bishop Street,Bristol,BS2 9JF,Ashley,359497,173896,Freehold,,Building,1028.4,0.320287,Yes,Land and Buildings
"Bristol, City of",25/01/2016,519,Offices,Welsman Office,Welsman Office Princes Street St Pauls Bristol BS2 9JA,,Little Bishop Street,Bristol,BS2 9JF,Ashley,359518,173874,Freehold,,Building,1775,0.400561,Yes,Surplus
"Bristol, City of",25/01/2016,527,Day Centre,1 New Street,1 New Street St Judes Bristol BS2 9DX,1,New Street,Bristol,BS2 9DX,Lawrence Hill,359649,173387,Freehold,,Building,,0.064217,,Land and Buildings
"Bristol, City of",25/01/2016,411,Primary School,Bannerman Road Community Academy,Bannerman Road Community Academy All Hallows Road Easton Bristol BS5 0HR,,All Hallows Road,Bristol,BS5 0HR,Lawrence Hill,360852,174096,Freehold,,Building,1596.7,1.169686,,Land and Buildings
"Bristol, City of",25/01/2016,413,Primary School,Millpond Primary School,Millpond Primary School Baptist Street Baptist Mills Bristol BS5 0YR,,Waverley Street,Bristol,BS5 0YR,Lawrence Hill,360355,174332,Mixed Title,,Building,2657.1,1.614918,Yes,Land and Buildings
